source_file	pdf_page	module	module_code	standard_number	standard_name	expectation_type	grade_code	grade_span	item_number	code	expectation	hbo_codes	scenario_type	situation	generated_question	generated_answer
data/raw/hecat/MEH.pdf	28	Mental and Emotional Health	MEH	3	Accessing Information	skill	12	9-12	5	MEH3.12.5	Determine when professional mental and emotional health services may be required.		anxiety	Teen experiences panic attacks before big exams	Every time I have a big test coming up, my heart races and I feel like I can't catch my breath. It's happening more often and I'm scared to go to school now.	I can totally see why you'd feel scared about going to school. Those panic attacks must be really tough, especially when you're already stressed about exams. It's really important to take care of yourself during this time. Have you thought about talking to a teacher or counselor at school? They might have some strategies to help you manage your anxiety before tests.
data/raw/hecat/MEH.pdf	28	Mental and Emotional Health	MEH	3	Accessing Information	skill	12	9-12	6	MEH3.12.6	Determine the accessibility of valid mental and emotional health services.		anxiety	The teen feels anxious about upcoming exams and has been checking their grades obsessively.	I've been checking my grade on the test like every hour just to make sure I didn't mess up, but it's making me more worried.	I get it—checking your grades every hour can definitely make you feel more anxious. It's understandable to want to make sure you did your best, but it might be making things worse. Maybe try setting a specific time to check your grades, like right after class or after school, and stick to that. In the meantime, focus on other things that make you feel calm and relaxed. What activities help you feel better?
data/raw/hecat/MEH.pdf	28	Mental and Emotional Health	MEH	3	Accessing Information	skill	12	9-12	7	MEH3.12.7	Use resources that provide valid mental and emotional health information.		social_media_stress	The teen sees classmates posting about their achievements on social media	I keep seeing everyone posting about their projects and grades and it makes me feel like I'm not doing enough.	I get it—seeing everyone’s achievements can definitely make you feel like you’re not doing enough. It’s easy to get caught up in comparing yourself to others. Remember, what you see on social media isn’t always the whole story. People often only share their successes and highlight reels.
data/raw/hecat/MEH.pdf	28	Mental and Emotional Health	MEH	3	Accessing Information	skill	12	9-12	8	MEH3.12.8	Use valid mental and emotional health products when needed or appropriate.		social_media_stress	teen feels pressure to look perfect online	I keep scrolling through Instagram and seeing all my friends look so perfect, it's making me feel like I'm not good enough.	I get it—seeing everyone’s highlight reels can definitely make you feel that way. It’s important to remember that people often share only their best moments online. What do you think you could do to shift your focus away from that feeling?
data/raw/hecat/MEH.pdf	28	Mental and Emotional Health	MEH	3	Accessing Information	skill	12	9-12	9	MEH3.12.9	Use valid mental and emotional health services when needed or appropriate.		anxiety	teen experiences panic attacks before big exams	I keep getting these weird butterflies in my stomach before every test and I end up spending the whole class worrying about it.	I can totally see why that would be really stressful. It sounds like those feelings are making it hard to focus during class. Have you thought about talking to a counselor or school nurse about what you're going through? They can help you learn some strategies to manage those butterflies before tests.
data/raw/hecat/MEH.pdf	30	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	2	Pre-K-2	1	MEH4.2.1	Demonstrate how to effectively communicate needs, wants, and feelings in healthy ways.		misunderstanding	The child misunderstood a comment made by a friend during playtime.	I thought my friend was mad at me because they didn't want to play my game, but now I realize they just didn't like how it turned out.	Good catch! Sometimes our friends might not say exactly what they mean, and that can be tricky. It sounds like you figured out that your friend didn't mind playing with you, they just didn't like how the game went that time. That's a smart way to think about it!
data/raw/hecat/MEH.pdf	30	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	2	Pre-K-2	2	MEH4.2.2	Demonstrate effective active listening skills including paying attention and verbal and nonverbal feedback.		friendship_conflict	The child's friend was upset and didn't want to play	My friend was really sad today and didn't want to play. I tried to listen but I wasn't sure if I was doing it right.	I can see why that would be tough. Sometimes when our friends are sad, it can be hard to know what to do. Just by trying to listen, you're already doing something really good! When they're ready, you could ask them if they want to talk about what's making them sad. Sometimes just having someone listen can make them feel better.
data/raw/hecat/MEH.pdf	30	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	2	Pre-K-2	3	MEH4.2.3	Demonstrate effective refusal skills, including firmly saying “no” and moving away, to avoid participating in emotionally unhealthy behaviors.		refusal_skill	a friend invites the child to skip school for a party	My friend asked me to skip school for a party, but I said no and left to go home instead.	Good job saying no and going home! It's important to take care of yourself and not skip school. Parties can be fun, but it's even more important to be in class and learn. Your friend will understand that you value school, and maybe next time, you can plan a fun activity that everyone can do together after school!
data/raw/hecat/MEH.pdf	30	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	2	Pre-K-2	4	MEH4.2.4	Demonstrate how to effectively tell a trusted adult when feeling threatened or harmed.		anxiety	The child feels worried about a recent argument with a friend and is considering talking to a parent about it.	I had a big fight with my friend yesterday and I'm still thinking about it. Should I tell my mom about it?	It sounds like that fight with your friend really made you feel worried. It's a good idea to talk to your mom about it. She can help you feel better and maybe even help fix things with your friend. Sometimes talking to a grown-up about our feelings can make us feel a lot better.
data/raw/hecat/MEH.pdf	30	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	2	Pre-K-2	5	MEH4.2.5	Describe how to effectively communicate care and concern for others.		friendship_conflict	A friend is sad because they lost their pet	My friend is so sad about losing their hamster and I don't know what to say to make them feel better.	I can see how hard it must be to see your friend so sad. Sometimes the best thing to do is just be there to listen. You could tell them you're sorry about their hamster and that you're there for them. Maybe you can do something nice, like get them their favorite snack or play a fun game together. Sometimes just knowing someone cares can make things feel a little better.
data/raw/hecat/MEH.pdf	32	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	5	3-5	1	MEH4.5.1	Demonstrate effective verbal and nonverbal communication skills.		social_pressure	The child feels pressure to participate in a school event but is nervous about it.	I know I’m supposed to go to the school dance this weekend, but I’m not sure if I want to go. Everyone else is excited about it, but I feel weird about it.	I get it, sometimes it’s hard when everyone else seems excited about something and you feel different. It’s okay to feel weird about it. What do you think would make you feel more comfortable about going?
data/raw/hecat/MEH.pdf	32	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	5	3-5	2	MEH4.5.2	Explain how to be empathetic and compassionate toward others.		observation	a classmate seemed upset after a fight with a friend	My friend looked really sad today and I wanted to ask if they wanted to talk about it, but I wasn't sure if that was the right thing to do.	Good catch! It's great that you noticed your friend seemed sad. Sometimes it can be hard to know what to do, but offering to listen is usually a really kind thing to do. You could ask, 'Hey, you look a bit sad. Is everything okay? If you want to talk, I'm here to listen.' That shows you care and want to help in a way that feels comfortable for them.
data/raw/hecat/MEH.pdf	32	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	5	3-5	3	MEH4.5.3	Demonstrate effective peer resistance skills to avoid or reduce mental and emotional health risk.		friendship_conflict	a friend tried to convince the child to skip school	My friend kept asking me to skip school with them, but I just said no and told them it's not a good idea.	Good job saying no to your friend! Skipping school isn't a good idea because it can make it harder to keep up with your classes and might make your parents worried. It's great that you stood up for what you think is right. If your friend keeps asking, maybe you could suggest doing something fun after school instead, like playing a game or going to the park. That way, you can still hang out and have fun without skipping school.
data/raw/hecat/MEH.pdf	32	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	5	3-5	4	MEH4.5.4	Demonstrate healthy ways to manage or resolve interpersonal conflict.		friendship_conflict	The child's friend was upset because they thought the child didn't want to play with them anymore	My friend got mad at me because they thought I didn't want to play hide-and-seek anymore, but I just got really busy with homework.	I can see why that would make your friend upset. Sometimes when we’re busy with homework, we might not have as much time to play. It’s okay to have different things to do, but it’s important to let your friend know so they don’t think you don’t want to play anymore. Maybe you could tell them, ‘I’ve been really busy with homework, but I’d love to play hide-and-seek another time when I have more free time!’
data/raw/hecat/MEH.pdf	32	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	5	3-5	5	MEH4.5.5	Demonstrate how to effectively ask for help to improve personal mental and emotional health.		anxiety	The child feels anxious about a big test coming up and realizes they need help managing their stress.	I keep thinking about the test tomorrow and it's making me feel really nervous. Maybe I should talk to my teacher about some ways to calm down.	Good idea! Talking to your teacher about your feelings can really help. They might have some tips on how to stay calm and do your best on the test. It's smart to ask for help when you're feeling nervous, because taking care of your feelings is important too!
data/raw/hecat/MEH.pdf	32	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	5	3-5	6	MEH4.5.6	Demonstrate how to effectively communicate support for others.		social_pressure	a classmate is feeling upset after a fight with a friend	My friend is really sad because she had a fight with her best friend. I just told her to take a deep breath and that I'm here if she wants to talk.	Good job, taking a deep breath can really help! It's great that you're there for your friend. Sometimes just having someone listen can make a big difference. If she feels like talking, you could ask her to tell you more about how she's feeling. That can help her process her emotions and maybe feel a little better.
data/raw/hecat/MEH.pdf	34	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	8	6-8	1	MEH4.8.1	Demonstrate the effective use of verbal and nonverbal communication skills to enhance mental and emotional health.		social_pressure	Classmates are talking about a new app everyone seems to be using	All my friends keep talking about this new app and I feel like I should try it too, but I don't want to seem left out.	I get it—feeling like you should try something just because your friends are doing it can be tough. But it’s totally okay to take your time with new things. You don’t have to feel left out if you decide not to try the app right away. Your friends will understand that you just want to make an informed choice.
data/raw/hecat/MEH.pdf	34	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	8	6-8	2	MEH4.8.2	Demonstrate effective peer resistance skills to avoid or reduce mental and emotional health risks.		friendship_conflict	a friend tried to convince the sender to skip school for a party	My friend kept trying to get me to skip school for this party, but I said no and felt better about it later.	Good for you for standing your ground! Skipping school for a party isn't the best way to spend your time, especially when you're already making the right choice. It's great that you felt better about saying no. Keeping your priorities straight is important, and you're doing a good job taking care of yourself.
data/raw/hecat/MEH.pdf	34	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	8	6-8	3	MEH4.8.3	Demonstrate effective negotiation skills to avoid or reduce mental and emotional health risks.		friendship_conflict	Teenager is feeling hurt because their friend keeps canceling plans.	I texted my friend asking why they keep canceling our plans, but they still haven't gotten back to me.	I can see why you'd feel hurt about that. It's important to communicate your feelings, but sometimes it can take a while for people to respond. Have you thought about sending another gentle message to check in again? Maybe something like, 'Hey, I noticed we haven’t made plans recently. Is everything okay? I really enjoy spending time with you.' That way, you're showing that you care and it might help them know you're still interested in hanging out.
data/raw/hecat/MEH.pdf	34	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	8	6-8	4	MEH4.8.4	Demonstrate healthy ways to manage or resolve interpersonal conflict.		friendship_conflict	The teen's friend got upset over a misunderstanding and hasn't spoken to them since.	My friend got mad at me for something I didn't do and now we haven't talked in days. I feel bad but don't know what to say.	I can see why you'd feel bad. It's tough when friends get upset over misunderstandings. Have you tried reaching out to them to explain your side? Sometimes a simple message can help clear things up and show that you care.
data/raw/hecat/MEH.pdf	34	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	8	6-8	5	MEH4.8.5	Demonstrate how to effectively ask for assistance to improve personal mental and emotional health.		friendship_conflict	The teen's friend is acting distant after a misunderstanding	I feel really worried that my friend is mad at me, but I don't know what to do about it. Maybe I should ask them to talk about it?	Good catch! It's totally okay to feel worried when your friend is acting distant. Asking them to talk about it is a great idea. You could try messaging them and saying something like, 'Hey, I've been thinking about us and wanted to make sure everything is okay. Can we chat sometime?' This shows that you care and want to understand what's going on.
data/raw/hecat/MEH.pdf	34	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	8	6-8	6	MEH4.8.6	Demonstrate how to effectively communicate empathy and support for others.		friendship_conflict	a friend is upset about a misunderstanding with another person	My friend is really sad because someone said something mean to them online, and they don't know how to make it better.	I can see why your friend would feel really sad about that. It can be tough when people say mean things online. Have they tried talking to the person directly or asking a grown-up for help to figure out a way to address it?
data/raw/hecat/MEH.pdf	36	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	12	9-12	1	MEH4.12.1	Demonstrate effective communication skills to enhance mental and emotional health.		social_media_stress	Spending too much time comparing my life to others on social media	Every time I look at my friends' posts, I feel like I'm not doing enough or having as much fun as them.	I get it—seeing everyone's highlights can make you feel like you're missing out. It's so easy to forget that what you see on social media is just a highlight reel. Remember, people often only share the good stuff, which can make their lives look way more perfect than they really are. Why don't we try setting aside some time each week to focus on your own life and what you're grateful for?
data/raw/hecat/MEH.pdf	36	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	12	9-12	2	MEH4.12.2	Demonstrate effective peer resistance, negotiation, and collaboration skills to avoid engaging in mentally and emotionally unhealthy behaviors.		social_pressure	peer pressure to skip school for a party	My friend kept asking me to skip school tomorrow for a party, but I told them I couldn't because I have to study for my math test.	Good for you for standing up for yourself and your responsibilities! It can be tough to say no, especially when friends are pushing you to do something you know isn’t right. Skipping school might seem fun at first, but it can really mess up your studies and make it harder to catch up later. Plus, you’re showing your friend that you value your education and making a positive choice for yourself.
data/raw/hecat/MEH.pdf	36	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	12	9-12	3	MEH4.12.3	Demonstrate effective communication strategies to prevent, manage, or resolve interpersonal conflict.		friendship_conflict	The teen's friend got upset over a misunderstanding about a group project	My friend got mad at me for not sending the pictures for the project, but I did send them last week. Now we're not talking.	I can see why that would be frustrating. It must feel really confusing to have your friend get mad over something you thought you already handled. Sometimes misunderstandings can happen, especially when we're all busy and stressed. Have you tried reaching out to them to clarify what's going on? Sometimes a simple chat can clear things up and help you both move forward.
data/raw/hecat/MEH.pdf	36	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	12	9-12	4	MEH4.12.4	Demonstrate how to effectively ask for assistance to improve personal mental and emotional health.		confession	The teen feels overwhelmed with schoolwork and personal issues but hasn't asked for help yet	I've been feeling really stressed and I know I need to talk to someone, but I'm not sure who to ask.	I've been there too—feeling like you need to talk but not knowing where to start can be tough. It's great that you recognize you need help. How about starting with a trusted teacher or counselor at school? They’re there to support you and can offer some guidance and resources. You don't have to go through this alone!
data/raw/hecat/MEH.pdf	36	Mental and Emotional Health	MEH	4	Interpersonal Communication	skill	12	9-12	5	MEH4.12.5	Demonstrate how to effectively offer assistance to improve the mental and emotional health of others.		social_pressure	a friend is feeling nervous about an upcoming presentation	My friend is so stressed about giving her presentation tomorrow and keeps saying she's going to mess up. I just told her to take a deep breath and that I believe in her.	Good catch! Supporting a friend who's feeling nervous about a presentation can be tough, but you're doing a great job by encouraging her and believing in her. Deep breaths are a good start, and maybe you could also suggest she practice her speech a few more times or write down some key points to help her feel more prepared. Sometimes having a plan can really boost confidence!
data/raw/hecat/MEH.pdf	38	Mental and Emotional Health	MEH	5	Decision-Making	skill	2	Pre-K-2	1	MEH5.2.1	Identify situations that need a decision related to mental and emotional health (e.g., dealing with interpersonal conflict, managing anger).		friendship_conflict	My friend got mad at me for forgetting her birthday and now she won't talk to me.	I really miss hanging out with her, but I don't know what to do to make her forgive me.	I really miss hanging out with her too. It can be tough when friends get mad at each other. Have you tried talking to her about why she's upset? Sometimes saying sorry and explaining your side can help make things better.
data/raw/hecat/MEH.pdf	38	Mental and Emotional Health	MEH	5	Decision-Making	skill	2	Pre-K-2	2	MEH5.2.2	Describe how family, peers, culture, technology, or media influence a decision related to mental and emotional health.		family_conflict	The child's parents have been arguing a lot and the child feels overwhelmed.	My parents have been fighting so much lately and I just feel really stressed all the time. I don't know what to do.	I can see how that would make you feel really stressed. It's okay to feel that way when your parents are fighting a lot. Sometimes grown-up problems can make kids feel worried too. Remember, it's not your job to fix the fighting—your parents are the ones who need to talk things out. In the meantime, maybe we can find some quiet time to do something you enjoy, like reading a book or coloring? That can help you feel a little better when you're feeling stressed.
data/raw/hecat/MEH.pdf	38	Mental and Emotional Health	MEH	5	Decision-Making	skill	2	Pre-K-2	3	MEH5.2.3	Explain the potential positive and negative outcomes from decisions related to mental and emotional health (e.g., dealing with interpersonal conflict, managing anger).		friendship_conflict	A friend got upset because I didn't want to play their game, and now they won't talk to me.	I feel really bad because every time I see them in the hallway now they just walk past without saying anything. I wish we could still play together like before.	I can see why you feel bad about that. It must be tough when your friend won't talk to you. Sometimes when people get upset, they need some time to cool off. Maybe you could try saying hello to them nicely and see if they want to play later. That way, you're being friendly without putting pressure on them.
data/raw/hecat/MEH.pdf	38	Mental and Emotional Health	MEH	5	Decision-Making	skill	2	Pre-K-2	4	MEH5.2.4	Describe when help is needed and when it is not needed to make a mentally- and emotionally healthy decision (e.g., dealing with interpersonal conflict, managing anger).		friendship_conflict	I had a fight with my friend over a misunderstanding	I keep thinking about what I could have said differently, but I don't know if I should text her back or just wait for her to talk to me first.	Seeing that fight over and over can make you feel pretty upset. It's good you're thinking about it. Sometimes it's okay to wait a bit before sending a message, especially if you both need some time to cool down. But if you feel like you want to say something nice to start healing the friendship, that's okay too. What do you think would make you feel better?
data/raw/hecat/MEH.pdf	40	Mental and Emotional Health	MEH	5	Decision-Making	skill	5	3-5	1	MEH5.5.1	Identify situations which need a decision related to mental and emotional health (e.g., dealing with interpersonal conflict, managing emotional stress).		friendship_conflict	The child's friend is mad at them for not sharing a toy at the playground	My friend is still mad at me for not sharing that cool new toy and I don't know what to do to make it better.	I can see why that would make you feel bad. It's tough when friends get mad at each other, especially over something like a toy. How about you try talking to your friend and see if you can figure out a way to share the toy next time? Sometimes explaining why you didn't share before can help them understand.
data/raw/hecat/MEH.pdf	40	Mental and Emotional Health	MEH	5	Decision-Making	skill	5	3-5	2	MEH5.5.2	Decide when help is needed and when it is not needed to make a decision related to mental and emotional health.		anxiety	The child feels anxious about a big test coming up and is worried about not doing well.	I've been checking my grade on the test every free moment, but I know I probably did okay. Still, my stomach hurts thinking about it.	Seeing your stomach hurt like that when you’re worried about a test can be really tough. It’s normal to feel anxious before big tests, but it’s also good to know that you probably did your best. Sometimes, checking your grade over and over can make you feel worse, so why don’t you try doing something you enjoy for a little while? Maybe read a fun book or play a game. That might help your tummy feel better!
data/raw/hecat/MEH.pdf	40	Mental and Emotional Health	MEH	5	Decision-Making	skill	5	3-5	3	MEH5.5.3	Explain how family, culture, peers, technology, or media influence a decision related to mental and emotional health.		family_conflict	The child's parents have been arguing a lot lately.	My parents have been fighting all the time and it's making me not want to talk to them or anyone.	Seeing your parents fight all the time can definitely make you feel upset and maybe even scared to talk to them. It's okay to feel that way. Sometimes grown-ups have disagreements, and it can be really hard for kids to hear or see. Remember, it's not your job to fix their problems. Focusing on taking care of yourself is really important right now. Maybe you could find a quiet place to relax or do something you enjoy, like reading a book or playing with a toy. If you ever feel really overwhelmed, it's good to talk to a trusted adult, like a teacher or another family
data/raw/hecat/MEH.pdf	40	Mental and Emotional Health	MEH	5	Decision-Making	skill	5	3-5	4	MEH5.5.4	Identify options and their potential outcomes when making a decision related to mental and emotional health.		anxiety	The child feels anxious about a big test coming up and is trying to decide how to handle it.	I've been thinking about whether I should study more or just get some rest before the big test tomorrow. I'm worried about doing bad but I also don't want to be too tired during the test.	I've been there too! It's normal to feel worried about doing well on a big test. Studying is important, but so is getting enough rest. Maybe you could try studying for a shorter time today and then take a short break to relax. That way, you'll feel prepared but also fresh during the test. What do you think about that?
data/raw/hecat/MEH.pdf	40	Mental and Emotional Health	MEH	5	Decision-Making	skill	5	3-5	5	MEH5.5.5	Choose a healthy option when making a decision related to mental and emotional health.		social_pressure	peer pressure to join a party where they might drink	I got invited to this party but I don't want to drink because I heard it might not be a good idea for my body and mind.	I totally get why you'd feel that way. It can be tricky when you're invited to do something you're not sure about. Remember, it's always okay to make choices that are best for your body and mind. You can always tell the person who invited you that you're not comfortable with drinking and suggest doing something else fun instead. What are some activities you like that you could do at the party?
data/raw/hecat/MEH.pdf	40	Mental and Emotional Health	MEH	5	Decision-Making	skill	5	3-5	6	MEH5.5.6	Describe the final outcome of a decision related to mental and emotional health.		anxiety	The child is worried about a upcoming test and has been having trouble sleeping.	I haven't slept much all week because I keep thinking about that big test tomorrow.	Seeing that big test coming up can really stress you out, and it’s totally normal to feel worried. It’s like your brain is playing a lot of ‘what if’ games, and that can make it hard to sleep. Missing sleep all week can make everything feel harder too. Maybe try taking a few deep breaths right now. Breathe in slowly, hold it for a second, and then breathe out slowly. Doing this a few times can help calm your mind. Also, maybe write down all the things you’re worried about and then think of one thing you can do to prepare for the
data/raw/hecat/MEH.pdf	42	Mental and Emotional Health	MEH	5	Decision-Making	skill	8	6-8	1	MEH5.8.1	Identify circumstances that help or hinder making a healthy decision related to mental and emotional health.		social_media_stress	The teen spends a lot of time comparing themselves to others on social media.	I keep scrolling through Instagram and seeing all my friends at fun parties while I'm stuck doing homework. It makes me feel like I'm missing out.	I get it—seeing everyone else having fun on social media can really make you feel left out. It's totally normal to feel that way sometimes. But remember, what you see on Instagram isn't always the whole story. People often share the highlights of their lives, not the homework or quiet nights they also have. Try to focus on what you're doing and enjoy it too!
data/raw/hecat/MEH.pdf	42	Mental and Emotional Health	MEH	5	Decision-Making	skill	8	6-8	2	MEH5.8.2	Determine when situations require a decision related to mental and emotional health (e.g., dealing with interpersonal conflict, managing emotional stress).		friendship_conflict	The teen's friend is upset because they forgot to bring a game to a sleepover	My friend is mad at me because I forgot to bring the board game for our sleepover. I feel bad, but I don't know what to do about it.	I feel bad for your friend being upset. It can be tough when you're the one who forgot something important. Have you thought about reaching out to them to explain why you forgot and if you can make it up to them somehow?
data/raw/hecat/MEH.pdf	42	Mental and Emotional Health	MEH	5	Decision-Making	skill	8	6-8	3	MEH5.8.3	Distinguish when decisions about a mental or emotional health problem should be made individually or with the help of others.		anxiety	The teen feels anxious about an upcoming test and wonders if they should talk to someone about it.	I've been feeling really nervous about this test tomorrow and I'm not sure if I should just try to handle it on my own or if I should talk to someone.	It's totally normal to feel nervous before a big test. Sometimes talking to someone can really help ease those worries. Maybe you could chat with a teacher or a counselor at school? They might have some tips to help you feel more prepared and less anxious.
data/raw/hecat/MEH.pdf	42	Mental and Emotional Health	MEH	5	Decision-Making	skill	8	6-8	4	MEH5.8.4	Explain how family, culture, technology, media, peers, and personal beliefs affect a mental or emotional health-related decision (e.g., dealing with interpersonal conflict, acceptance of differences in others).		social_media_stress	Teen sees classmates posting about their achievements on social media	Every time I see people posting about their projects or getting good grades, I feel like I'm not doing enough.	I totally get how you feel. It's so common to see others posting about their achievements and start wondering if you're doing enough. Remember, what you see on social media is often just a highlight reel. People don't usually share their struggles or how hard they're working behind the scenes. Keep focusing on your own journey and the progress you're making. You're doing great just by noticing these feelings and wanting to do better.
data/raw/hecat/MEH.pdf	42	Mental and Emotional Health	MEH	5	Decision-Making	skill	8	6-8	5	MEH5.8.5	Distinguish between healthy and unhealthy alternatives of a mental and emotional health-related decision.		social_media_stress	Teen feels pressure to look perfect on social media	I keep seeing all my friends posting about their perfect bodies and it makes me feel like I need to look the same way, even though I know that's not real.	I get it—seeing everyone else's perfect bodies on social media can really make you feel like you need to look a certain way too. But remember, those posts are usually just a highlight reel and don't show the whole picture. It's important to focus on how you feel inside and what makes you happy, not just how you look. Maybe try following some accounts that inspire you in other ways or share your own story if you feel comfortable. 
data/raw/hecat/MEH.pdf	42	Mental and Emotional Health	MEH	5	Decision-Making	skill	8	6-8	6	MEH5.8.6	Predict the potential outcomes of healthy and unhealthy alternatives of a mental and emotional health- related decision (e.g., dealing with interpersonal conflict).		friendship_conflict	My friend got mad at me because I forgot to text them back right away	I keep thinking about how I should have texted them back faster, but it’s making me feel bad and I don’t know what to do.	I get it—feeling like you should have done something differently can be tough. It’s normal to feel bad when a friend gets upset with you, especially if you think you could have handled it better. Missing a text might seem like a big deal, but sometimes small things can make us feel worse than they really are. Have you tried talking to them about how you feel? Sometimes just sharing your thoughts can help clear things up and show that you care.
data/raw/hecat/MEH.pdf	42	Mental and Emotional Health	MEH	5	Decision-Making	skill	8	6-8	7	MEH5.8.7	Choose a healthy alternative when making a decision related to mental and emotional health.		social_media_stress	The teen spent the weekend scrolling through social media and feeling bad about themselves.	I've been on my phone all weekend looking at everyone else’s stuff and it just makes me feel worse about myself.	I can see how that can feel really tough. Seeing everyone else’s highlights can make you feel like you're missing out or not doing enough. It’s totally normal to feel that way sometimes. Next time, maybe try focusing on things you’re proud of or doing something that makes you happy instead of scrolling through social media. What activities do you enjoy doing?
data/raw/hecat/MEH.pdf	42	Mental and Emotional Health	MEH	5	Decision-Making	skill	8	6-8	8	MEH5.8.8	Analyze the effectiveness of a final outcome of a mental and emotional health-related decision (e.g., dealing with interpersonal conflict).		friendship_conflict	The teen's friend got mad at them for not wanting to go to a party	My friend got mad at me for not wanting to go to the party last weekend, and now we haven't talked since.	I can see why that would be tough. It's okay to have different feelings about going to parties. Communication is key though—maybe you could reach out to your friend and explain why you didn't want to go, and see if you can find a way to make things better. Sometimes, just talking it out can help clear things up.
data/raw/hecat/MEH.pdf	44	Mental and Emotional Health	MEH	5	Decision-Making	skill	12	9-12	1	MEH5.12.1	Examine barriers to making a healthy decision related to mental and emotional health (e.g., dealing with interpersonal conflict, managing emotional stress).		friendship_conflict	a friend keeps ignoring messages and won't explain why	I don't know what I did to make my friend so mad. They won't answer any of my texts or calls.	I can see why this would be really frustrating and maybe even a bit worrying. It must feel confusing not knowing what happened. Sometimes people get busy or overwhelmed, which can make them less responsive. Have you thought about sending a gentle message asking if they’re okay and if there’s anything you can do to help?
data/raw/hecat/MEH.pdf	44	Mental and Emotional Health	MEH	5	Decision-Making	skill	12	9-12	2	MEH5.12.2	Determine the value of applying thoughtful decision making regarding a mental and emotional health problem.		social_pressure	peer pressure to join a party where alcohol is involved	I keep thinking about going to that party but I don't want to do anything I'll regret later.	I get it—feeling torn about going to a party where alcohol is involved can be tough. It’s totally okay to prioritize your comfort and well-being. Have you thought about bringing along a friend who understands your concerns and can support you? That way, you both can make a decision together and stick to it.
data/raw/hecat/MEH.pdf	44	Mental and Emotional Health	MEH	5	Decision-Making	skill	12	9-12	3	MEH5.12.3	Justify when individual or collaborative decision making is appropriate regarding an emotional or mental health problem.		anxiety	The teen feels anxious about an upcoming test and has been overthinking it.	I keep thinking about that math test tomorrow and it’s making me so anxious. I don’t know if I should tell my teacher or just try to handle it myself.	It’s totally normal to feel anxious before a big test. You’ve already noticed how your thoughts are affecting you, which is a big step! Sometimes talking to your teacher can help ease some of that anxiety. They might have strategies to help you feel more prepared and less stressed. On the other hand, if you feel more comfortable handling it on your own, that’s okay too. Just make sure you have a plan to manage your anxiety, like taking some deep breaths or reviewing your notes one last time. What do you think might work best for you?
data/raw/hecat/MEH.pdf	44	Mental and Emotional Health	MEH	5	Decision-Making	skill	12	9-12	4	MEH5.12.4	Analyze how family, culture, technology, media, peers, and personal beliefs affect a mental or emotional health related decision (e.g., dealing with interpersonal conflict, managing emotional stress).		social_media_stress	teen feels pressure to look perfect online	I keep seeing everyone's perfect pictures on Instagram and it makes me feel like I'm never good enough.	I get it—seeing everyone’s highlight reels can really make you feel like you’re not measuring up. It’s important to remember that people only share their best moments online, which can be misleading. Take a break from Instagram if you need to, and focus on your own journey. You’re amazing just the way you are!
data/raw/hecat/MEH.pdf	44	Mental and Emotional Health	MEH	5	Decision-Making	skill	12	9-12	5	MEH5.12.5	Generate alternatives when making a mental and emotional health-related decision.		social_pressure	peer pressure to join a party that the teen isn't sure about	My friend keeps asking me to go to this party this weekend, but I'm not sure if I want to go since I've been feeling pretty tired lately.	I get it—feeling tired can make these decisions tricky. It’s totally okay to say no if you’re not feeling up for it. You could suggest hanging out at home or finding a smaller, less overwhelming gathering instead. That way, you can still enjoy time with your friend without pushing yourself too hard.
data/raw/hecat/MEH.pdf	44	Mental and Emotional Health	MEH	5	Decision-Making	skill	12	9-12	6	MEH5.12.6	Predict potential short- and long-term consequences of alternatives to mental and emotional health- related decisions (e.g., to seek or not seek help).		anxiety	Teen experiences increased anxiety after missing a school event	I keep thinking about why I missed the school dance and it’s making me really anxious, even though it was just one night.	It's totally understandable to feel anxious about missing out, especially when it’s something like a school dance. It’s normal to worry about what you missed and how others might see you. Missing one night can make you feel like you missed out on something big, but remember, it’s just one event. How are you feeling about yourself right now? Maybe talking it over with a friend or a counselor could help ease some of that anxiety.
